archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	135	TP	None-for-OK return in scope-filter validator
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	142	TP	validator returns McpErrorResponse-or-None success/error sentinel
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	170	TP	None-for-OK return in ttl/scopes validator
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	235	FP	documented optional pre-fetched param, None handled internally, no hidden failure path
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	302	FP	Optional str|None param with documented Field default, the check's own remedy shape
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	614	FP	Optional str|None param with documented Field default
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	1865	FP	None is legitimate absence (no tfidf data) in a structured tuple return, handled downstream
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-08	1873	FP	None is legitimate absence, not a success/error sentinel
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-10	203	FP	dotted module path inside a docstring, not a runtime chain
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	446	FP	boundary handler logs traceback and returns error response, not swallowed
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	464	FP	best-effort telemetry enqueue logged with exc_info, swallowing is appropriate here
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	551	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	586	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	598	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	732	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	776	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	788	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	948	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1086	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1110	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1119	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1131	FP	best-effort telemetry enqueue logged with exc_info
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1188	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1256	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1269	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1294	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1310	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1329	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1359	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1458	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1555	FP	boundary handler translates tarfile error to a response, not swallowed
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1666	FP	boundary handler returns a clean error response to the caller
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	1982	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	2088	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-12	2176	FP	boundary handler logs traceback and returns error response
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	219	TP	pipeline typed Any though SearchPipeline is imported
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	220	TP	embedder_cache typed Any though EmbedderCache is known
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	222	TP	return typed Any though it returns an Embedder
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	230	TP	pipeline typed Any though SearchPipeline is imported
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	231	TP	embedder_cache typed Any though EmbedderCache is known
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	233	TP	config typed Any though SearchConfig is known
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	235	TP	meta typed Any though CollectionMeta is known
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	236	TP	return typed Any though it returns an Embedder
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	1881	TP	view typed Any though it is a concrete graph view
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	2092	TP	edge typed Any though it is a concrete ImpactEdge
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	smells-21	2102	TP	group typed Any though it is a concrete ImpactGroup
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	305	FP	graph_mode str on MCP tool wire signature; boundary primitive is correct
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	617	FP	graph_mode str on MCP tool wire signature
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	802	FP	graph_mode str on MCP tool wire signature
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	1335	FP	doc_id str on MCP tool wire signature
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	1728	FP	key_id str on MCP tool wire signature
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	1832	FP	local var extracted from result dict for the response payload
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-07	1863	TP	resolved_salience_mode raw str in internal helper; bounded set, should be Literal/enum
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-09	88	TP	module-level mutable asyncio.Lock is global mutable state
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-10	1003	TP	MultiCollectionRouter constructed inline in explain with injectable deps
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-10	1561	FP	ImportArchiveReader is a path-bound throwaway local, not an injectable dependency
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	solid-15	1705	FP	elif on status only selects a list filter, no polymorphic behavior dispatch
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	arch-09	623	FP	env branch sits in eval-harness pipeline builder (composition root), not domain/use-case logic
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	arch-14	623	FP	env read is a fixture guard in a composition-root builder, exempt per rule
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-09	567	TP	comprehension filter joins three terms (query_id ==, grade > 0, doc_id in) unnamed
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-16	144	TP	load_thresholds is a real validation loader with >10 branch lines
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-16	399	TP	load_baseline has well over 10 if/for/except branches
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-16	1016	TP	run_eval_suite is a huge highly-branching orchestrator
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-16	1532	TP	assert_thresholds has many nested if/for/ternary branches
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-16	1726	TP	render_report has many if/for branches for baseline deltas
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-17	1016	TP	run_eval_suite spans 1016-1494 (~478 lines) far over 150
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	clarity-17	1532	TP	assert_thresholds spans 1532-1697 (~165 lines) over 150
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	46	TP	EvalQualityFloors is a mutable identity-free value object (should be frozen)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	75	TP	EvalLatencyCeilings is an identity-free data carrier, should be frozen
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	83	TP	EvalThresholds is an identity-free config value object, should be frozen
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	92	TP	BenchmarkThresholds is an identity-free value object, should be frozen
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	256	TP	EvalRuntimeConfig is an identity-free config value object, should be frozen
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	358	TP	EvalBaseline is loaded-once immutable metadata; eval_hash is a content hash not lifecycle identity
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	ddd-01	476	FP	EvalReport is an accumulator (notes appended, counters) filled incrementally
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	111	FP	path.exists inside plain def load_benchmark_thresholds, not async
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	115	FP	read_text inside sync def, not an async context
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	153	FP	read_text inside sync def load_thresholds
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	277	FP	read_text inside sync def load_runtime_config
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	406	FP	read_text inside sync def load_baseline
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	511	FP	resolve inside sync def _resolve_corpus_relative_path
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	513	FP	resolve inside sync def, not async
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	903	TP	blocking Path.resolve per document inside async def _ingest_corpus
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-06	905	TP	blocking Path.resolve inside async def _ingest_corpus
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-07	22	TP	# type: ignore[no-redef] suppresses a type-checker warning
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-07	848	TP	# type: ignore[name-defined] and # noqa: F821 suppress toolchain signals
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	safety-11	491	FP	generated_at is a UTC audit/metadata timestamp driving no decision (log-like)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-01	1	TP	file is 2014 lines, over the 1000-line threshold
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	607	TP	_build_pipeline_with_eval_backends takes 6 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	705	TP	_build_code_lane_pipeline takes 5 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	875	TP	_ingest_corpus takes 4 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	953	TP	_run_router_for_query takes 5 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	1016	TP	run_eval_suite takes 6 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	1850	TP	_execute_retrieval_query takes 8 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-02	1936	TP	_execute_graph_retrieval_query takes 4 parameters
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-03	709	TP	defref_enabled bool selects two distinct pipeline-construction behaviors
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-08	1255	FP	int | None return is legitimate optional absence (unknown corpus size), not a sentinel
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-10	746	FP	dotted path is a Sphinx cross-reference inside a docstring, not a method chain
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	smells-12	1242	TP	broad except Exception logs at debug and continues without re-raising
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-07	380	FP	embedding_model_id is a field on EvalBaseline DTO loaded from JSON (serialisation shape)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-07	382	FP	reranker_model_id is a DTO/serialisation field on EvalBaseline
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-07	562	FP	query_id is a fixture-derived eval identifier used as dict key; value object unwarranted
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-07	1278	FP	query_id param on eval helper; boundary identifier, primitive appropriate
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-15	451	FP	isinstance chain validates parsed JSON value types, not behavioral type-dispatch
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	solid-15	640	FP	backend branch selects which backends to construct inside a factory/composition root
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-01	310	TP	ProcessPoolExecutor stored in self._pool with no shutdown anywhere; cleanup relies on GC only
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-06	86	FP	time.sleep in daemon watchdog thread body, plain sync def not async
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-06	264	FP	read_text in sync _parse_plain, not an async def
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-06	271	FP	read_text in sync _parse_html, not an async def
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-07	160	FP	targeted noqa PLC0415 for deliberate documented lazy heavy import, hides no real signal
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-07	163	FP	targeted noqa PLC0415 for deliberate worker-only lazy import
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	safety-07	353	FP	targeted noqa PLC0415 for deliberate lazy import of optional markitdown
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	smells-10	204	TP	three-hop chain convert().document.export_to_markdown() reaches through result into document
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	smells-12	207	FP	worker-boundary catch returns (False,msg) tuple; caller raises ParseError, failure not hidden
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-06	119	FP	self.path on Exception subclass is idiomatic diagnostic data attribute
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-06	120	FP	self.cause on Exception subclass is idiomatic diagnostic data attribute
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-09	50	TP	module-level mutable global reassigned via global stmt in _docling_to_markdown
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-15	242	TP	if-elif chain dispatches on file suffix to select parse handler; registry/dict is OCP form
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-15	244	TP	same suffix-dispatch chain selecting _parse_office behaviour per extension category
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/parser.py	solid-15	246	TP	same suffix-dispatch chain selecting _parse_image behaviour per extension category
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/embedder_cache.py	safety-07	171	FP	noqa BLE001 is documented as intentional with clear rationale, allowed by the rule
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/embedder_cache.py	safety-07	176	FP	noqa BLE001 documented intentional suppression for startup resilience
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/embedder_cache.py	smells-12	171	FP	logs failure with context and deliberately skips one bad model by design, not silently swallowed
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/embedder_cache.py	smells-12	176	FP	handles failure specifically: conditional cache eviction plus contextual warning, not swallowed
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	safety-06	61	FP	Enclosing write_sync_suppressed_sentinel is a plain sync def, no async runtime to starve
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	safety-06	80	FP	Enclosing clear_sync_suppressed_sentinel is a plain sync def, not async
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	safety-11	62	TP	Unabstracted datetime.now written into a durable persisted sentinel record, untestable
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	smells-10	18	FP	Dotted path is prose inside module docstring, not object traversal
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	tests-01	36	TP	New module sync_suppression.py has no test file though project has a large test suite
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	clarity-09	4533	TP	Three-plus sub-expressions joined in one condition, not extracted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	clarity-09	4537	TP	Three-plus sub-expressions joined in one condition, not extracted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	clarity-09	1335	TP	Three-plus sub-expressions joined in one condition, not extracted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	2026	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	2042	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4390	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4397	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4403	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4409	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4415	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4422	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	4478	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6328	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6706	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6709	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6712	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6715	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6716	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6722	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6739	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6742	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6745	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6748	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6749	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6756	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6773	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6776	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6779	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6782	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6783	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	6789	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7121	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7146	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7179	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7197	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7291	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7292	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7327	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7374	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7411	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7549	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7601	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7676	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7679	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7729	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7803	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7851	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7906	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	safety-07	7976	TP	Undocumented type-ignore/noqa suppression directive on code line
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-01	1	TP	File is 8264 lines, far over the 1000-line limit
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-02	31	TP	Function declares more than 3 parameters
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-02	211	TP	Function declares more than 3 parameters
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-02	6324	TP	Function declares more than 3 parameters
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-03	6709	FP	replace bool matches fixed external create_index signature, not a behavioral flag
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-03	6742	FP	replace bool matches fixed external create_index signature, not a behavioral flag
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-03	6776	FP	replace bool matches fixed external create_index signature, not a behavioral flag
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	smells-12	2171	FP	except re-raises via pytest.fail, exception not swallowed
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	38	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3271	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3597	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3609	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3649	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3660	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3748	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3785	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	3797	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	4057	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	4066	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	4105	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	4143	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	5079	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	5087	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	5095	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-04	6504	FP	indexed_at date is incidental record filler, never asserted
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-05	576	TP	Accesses private member on real SearchStore subject
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-05	593	TP	Accesses private member on real SearchStore subject
archon-search	/Users/manczg/Documents/development/archon-search/tests/test_store.py	tests-05	636	TP	Accesses private member on real SearchStore subject
